model,eq_oracle,cop,tests,states,equivalent,learning_queries,learning_steps,eq_queries,eq_steps
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,136,504,56,457
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,198,797,394,3180
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,212,845,745,5775
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,218,870,841,6524
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,254,1163,66705,647458
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,127,603,12380,110094
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,145,683,10115,91727
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,100,436,7443,65755
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,235,1071,6988,63491
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,123,532,15787,140704
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,211,939,5387,50368
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,237,1033,14393,137526
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,309,1408,4947,46776
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,277,1234,27756,268700
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,189,806,939,7974
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,268,1190,16673,161405
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,190,794,68,509
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,223,1085,2911,26656
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,254,1082,11398,106521
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,169,794,3637,32145
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,257,976,46,381
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,216,859,412,3410
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,129,477,395,2826
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,188,750,142,993
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,217,842,906,7320
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,174,714,4059,31795
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,249,1173,253323,2459393
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,117,558,10436,91334
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,171,815,1058,8792
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,99,428,12390,109792
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,201,885,5868,53358
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,128,568,3513,31005
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,225,1006,26960,245644
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,252,1192,3500,32025
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,340,1621,2806,26689
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,332,1613,203805,1982231
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,213,927,6610,60129
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,224,1096,24362,234964
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,129,535,722,6159
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,208,1000,26488,256314
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,221,1007,23774,221312
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,169,741,4298,37845
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,202,824,1264,9470
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,206,832,1348,10670
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,118,447,829,6316
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,186,717,637,5223
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,199,786,2421,19064
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,214,849,1264,9598
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,215,992,427020,4158583
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,154,646,29572,260883
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,154,745,1608,13836
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,109,488,15779,139204
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,217,991,9863,88804
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,123,544,9804,84891
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,210,936,4209,37623
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,252,1146,26221,250867
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,341,1634,1388,12927
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,283,1286,271724,2643385
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,207,901,4688,42848
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,245,1164,7961,74660
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,174,692,1883,16009
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,190,913,12145,116768
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,278,1207,48760,456692
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,169,807,5300,46175
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,230,890,912,7101
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,194,786,1495,11323
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,129,476,161,1051
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,178,687,2394,19933
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,202,798,1485,11690
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,219,863,1265,10023
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,246,1208,34084,329372
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,160,694,32121,283948
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,136,643,18840,169009
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,107,485,868,7415
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,203,858,1705,15299
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,97,412,45392,401514
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,194,835,5916,54024
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,318,1473,3426,33073
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,243,1166,5941,55769
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,223,1073,59742,579672
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,166,813,2056,20162
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,344,1650,2452,23576
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,130,537,869,7156
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,254,1180,4064,38069
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,221,983,982,9011
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,135,600,3595,33372
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,242,934,241,1917
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,204,804,2293,17845
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,115,438,1771,13186
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,189,775,953,8033
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,183,733,3675,28322
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,209,841,517,4006
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,263,1188,44041,426609
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,132,633,6377,56472
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,140,659,5519,49725
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,127,561,5323,46689
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,219,891,2413,20887
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,104,464,3372,29600
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,201,936,1115,10542
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,308,1417,4921,45710
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,247,1162,2570,23878
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,261,1376,152900,1489902
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,220,982,3736,34320
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,303,1407,1437,13001
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,191,798,76,658
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,224,1043,30980,301215
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,239,1100,2101,19580
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,161,728,222,1793
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,209,846,1090,7862
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,236,905,807,6381
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,136,492,33,254
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,194,762,40,291
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,197,796,1047,7934
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,245,943,197,1474
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,240,1120,7731,74785
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,152,668,7242,63033
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,202,914,7150,64626
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,115,514,8193,71270
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,218,902,379,2918
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,117,495,12223,107294
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,187,791,2020,18011
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,251,1124,23169,221538
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,228,1098,59299,573067
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,271,1400,116835,1132997
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,201,865,6276,57574
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,272,1260,567,4776
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,127,527,602,5103
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,182,876,4010,37808
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,283,1217,2961,26465
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,226,1007,1554,13134
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,219,872,625,4575
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,235,911,477,3693
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,125,468,339,2401
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,190,753,227,1455
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,171,714,1598,12380
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,219,899,1152,9221
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,239,1144,99064,964443
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,121,555,31875,281621
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,156,735,3817,34245
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,100,436,13303,117031
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,178,774,24441,222717
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,120,549,2446,21048
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,207,851,15023,136345
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,230,1104,6317,58776
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,276,1367,28966,278480
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,345,1610,9494,90715
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,183,796,6393,58336
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,240,1140,9401,89426
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,137,589,579,5074
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,216,1058,4130,39985
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,208,897,1556,13235
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,148,637,534,4612
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,211,842,1232,8892
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,241,924,376,3054
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,126,467,181,1300
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,191,770,4335,36466
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,211,832,1438,11237
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,219,863,918,7376
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,11,False,187,867,503904,4898177
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,163,714,16504,144627
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,160,732,56416,515038
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,141,574,22031,194444
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,183,797,985,9180
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,100,440,7362,64970
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,222,1004,673,6187
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,273,1239,2476,22807
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,291,1323,8552,80774
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,280,1364,142507,1385329
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,214,863,14181,129105
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,276,1269,3178,30212
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,201,833,29,169
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,257,1178,17731,171335
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,224,1009,10917,102410
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,171,813,3937,35748
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,214,844,1160,8990
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,234,911,421,3471
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,126,471,200,1426
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,195,784,2111,17789
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,163,683,2551,19685
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,207,837,1157,8722
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,212,1007,38002,366174
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,133,640,640,5538
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,199,882,5971,53430
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,101,443,14606,129814
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,193,842,5325,48808
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,98,418,23650,208115
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,234,1047,3622,32400
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,263,1255,10811,100868
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,255,1213,1106,10035
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,279,1332,21825,212610
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,213,880,27184,247288
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,235,1190,4306,39609
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,128,532,215,1763
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,246,1147,20265,194776
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,236,1082,1567,13431
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,217,969,794,7125
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,190,783,2420,18440
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,245,941,209,1531
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,130,478,181,1383
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,177,688,634,4876
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,216,869,1733,13650
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,214,862,834,6388
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,233,1110,21232,204848
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,170,786,2089,18215
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,126,560,30733,280222
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,118,501,6381,55952
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,172,732,1193,9811
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,120,530,4008,34617
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,199,816,2534,23155
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,220,1034,4040,37000
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,242,1136,4122,39932
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,11,False,218,978,501528,4882996
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,193,817,12662,114914
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,245,1154,5227,48729
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,129,527,489,4288
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,257,1167,6651,62839
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,234,1069,3390,31163
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,192,877,2345,21417
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,200,811,1501,11755
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,207,833,991,7505
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,130,480,304,2235
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,196,768,38,268
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,217,854,625,4832
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,209,815,2107,16918
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,11,False,157,745,501400,4881089
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,114,543,6823,59825
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,171,793,13211,120350
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,143,595,966,8369
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,216,885,8760,79376
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,102,453,4629,39914
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,214,888,7689,69881
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,325,1519,6322,60009
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,244,1071,60729,589013
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,243,1241,108561,1053568
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,215,896,9545,85906
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,346,1669,3050,29156
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,147,615,57,417
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,229,1076,24073,234354
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,230,1052,17149,161660
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,168,813,247,1976
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,234,906,410,3156
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,209,823,1204,9618
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,135,491,9,84
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,194,763,36,275
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,212,840,1074,8467
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,188,761,3118,24625
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,208,1016,171857,1672675
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,131,626,6918,61265
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,148,700,11676,106944
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,116,539,694,5513
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,245,1104,473,4123
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,130,582,1548,13726
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,226,1014,2654,25299
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,256,1198,13487,128875
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,257,1169,3200,29632
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,363,1756,176508,1717772
